keyword,dizi,dizi_anahtar,kategori,tur,tur_ham,cikis_yili,sezon_sayisi,durum,sayfa_tipi,intent_katmani,entity_tipi,sezon_no,belirsiz_ad,marka_tipi,dil,erisim,apple_resmi,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,mantik_denetim
the big cigar türkçe dublaj,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar dizi izle,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar full izle,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar hangi platformda,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar nereden izlenir,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar netflix,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar apple tv,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar konusu,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Konu,Bilgi,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar ne anlatıyor,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Konu,Bilgi,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar oyuncuları,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Oyuncular,Bilgi,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar cast,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Oyuncular,Bilgi,Dizi,,hayır,Jenerik,en,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar kaç sezon,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Bilgi,Bilgi,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar yeni sezon ne zaman,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Dizi,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 2 sezon,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 3 sezon,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 2 sezon ne zaman,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 3 sezon ne zaman,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar season 2,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,hayır,Jenerik,en,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar season 3,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,hayır,Jenerik,en,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 2 sezon izle,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,İzleme,İzleme,Sezon,2,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 3 sezon izle,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,İzleme,İzleme,Sezon,3,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 1 sezon 1 bölüm,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar 1 bölüm,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar dizipal,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the big cigar dizibox,The Big Cigar,the big cigar,Drama,Tarihi & Biyografik,Biographical drama miniseries,2024,1,Bitti,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Doğrulanacak,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Dizi Ana,Navigasyonel,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,480,LOW,2,,,,evet,320,320,390,390,480,390,480,480,590,590,590,880,880,720,590,1000,2400,1000,1600,1600,1600,1600,2900,6600,6600,480,140,90,90,90,50,
lady in the lake dizi,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Dizi Ana,Navigasyonel,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,,,,,,evet,0,10,10,0,10,0,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,30,70,110,0,0,0,0,0,0,
lady in the lake dizisi,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Dizi Ana,Navigasyonel,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,70,LOW,4,,,,evet,50,50,50,50,50,70,90,90,110,50,50,110,110,110,110,140,210,170,210,210,390,390,880,1900,1600,0,0,0,0,0,0,
lady in the lake türkçe dublaj izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,20,20,40,90,0,0,0,0,0,0,0,
lady in the lake altyazılı izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,LOW,0,,,,evet,10,10,0,0,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,30,20,20,90,0,0,0,0,0,0,0,
lady in the lake türkçe dublaj,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,LOW,0,,,,evet,10,10,10,10,10,0,0,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,20,40,0,0,0,0,0,0,0,
lady in the lake dizi izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,170,140,0,0,0,0,0,0,
lady in the lake full izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake hangi platformda,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,,,,,,evet,0,0,10,0,0,10,10,0,10,0,0,0,0,0,0,0,10,10,10,10,10,10,10,30,0,0,0,0,0,0,0,
lady in the lake nereden izlenir,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake netflix,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Meşru Görünür,evet,10,,,,,,evet,0,0,10,0,10,10,10,0,0,0,10,0,0,10,0,10,0,10,10,10,10,10,10,20,30,10,10,0,0,10,0,
lady in the lake apple tv,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,hayır,Platform Markalı,tr,Meşru Görünür,evet,0,,,,,,evet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,10,30,30,30,30,20,10,10,10,10,10,
lady in the lake konusu,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Konu,Bilgi,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,10,LOW,0,,,,evet,10,20,10,20,20,10,10,10,10,10,10,10,10,10,20,10,20,50,50,50,30,50,110,480,590,0,0,0,0,0,0,
lady in the lake ne anlatıyor,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Konu,Bilgi,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake oyuncuları,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Oyuncular,Bilgi,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,40,LOW,0,,,,evet,10,20,40,30,40,20,40,30,50,40,40,70,70,50,40,70,210,70,90,90,70,50,70,260,0,0,0,0,0,0,0,
lady in the lake cast,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Oyuncular,Bilgi,Dizi,,hayır,Jenerik,en,Meşru Görünür,evet,10,LOW,0,,,,evet,10,0,0,10,10,10,10,10,10,10,10,0,10,0,0,0,10,0,0,10,10,10,10,20,10,0,0,0,0,10,0,
lady in the lake kaç sezon,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Bilgi,Bilgi,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake yeni sezon ne zaman,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Dizi,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 2 sezon,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 3 sezon,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 2 sezon ne zaman,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 3 sezon ne zaman,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake season 2,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,hayır,Jenerik,en,Meşru Görünür,evet,10,LOW,14,,,,evet,10,10,0,0,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,
lady in the lake season 3,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,hayır,Jenerik,en,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 2 sezon izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Sezon,2,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 3 sezon izle,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,İzleme,İzleme,Sezon,3,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake 1 sezon 1 bölüm,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Meşru Görünür,evet,10,,,,,,evet,0,10,0,0,0,10,10,10,10,10,10,0,10,0,0,10,10,20,10,10,10,70,110,210,0,0,0,0,0,0,0,
lady in the lake 1 bölüm,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Bölüm,İzleme,Bölüm,,hayır,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake dizipal,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in the lake dizibox,Lady in the Lake,lady in the lake,Drama,Suç & Gerilim,Drama thriller miniseries,2024,1,Bitti,Korsan Markalı,İzleme,Dizi,,hayır,Korsan Markalı,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer dizi,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Dizi Ana,Navigasyonel,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,720,LOW,2,0.74,0.25,0.51,evet,480,90,140,210,320,480,390,590,1900,2400,480,720,390,480,590,1600,3600,5400,2900,5400,12100,2400,390,260,110,210,30,30,50,20,30,
disclaimer dizisi,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Dizi Ana,Navigasyonel,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,30,LOW,8,,,,evet,20,10,10,40,30,10,30,20,50,70,10,20,40,30,10,20,30,70,90,90,210,70,0,0,0,0,0,0,0,0,0,
disclaimer izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,2900,LOW,5,0.53,0.33,0.51,evet,3600,1600,1900,2900,2400,1600,3600,3600,5400,5400,1900,3600,2900,2900,2400,4400,5400,9900,9900,12100,18100,6600,390,260,260,320,140,110,90,70,90,
disclaimer türkçe dublaj izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,170,LOW,2,,,,evet,210,90,110,210,110,90,140,110,320,320,90,140,110,110,110,210,170,320,320,390,390,210,10,10,10,10,10,0,0,10,10,
disclaimer altyazılı izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,70,LOW,0,,,,evet,90,20,40,50,40,30,30,50,140,140,50,70,90,90,50,140,170,320,320,590,880,390,0,0,0,0,0,0,0,0,0,
disclaimer türkçe dublaj,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,90,LOW,1,,,,evet,110,50,50,90,70,70,30,70,210,140,30,70,70,70,20,90,90,110,90,210,140,10,0,0,0,0,0,0,0,0,0,
disclaimer dizi izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,260,LOW,5,0.44,0.33,0.51,evet,210,50,70,140,210,140,260,320,720,590,170,210,170,170,210,480,1000,1600,1000,1600,4400,2900,170,90,90,0,0,0,0,0,0,
disclaimer full izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,20,LOW,1,,,,evet,40,40,30,20,20,10,20,20,50,20,10,30,30,30,40,50,50,50,50,20,20,20,0,0,0,0,0,0,0,0,0,
disclaimer hangi platformda,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,210,LOW,14,0.72,0.27,0.51,evet,320,110,90,210,320,140,210,210,480,480,70,140,170,170,70,140,260,390,480,590,880,110,0,0,0,0,0,0,0,0,0,
disclaimer nereden izlenir,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,40,LOW,11,0.46,,,evet,30,10,0,10,10,10,50,70,140,110,10,40,30,40,10,30,20,30,30,50,110,40,0,0,0,0,0,0,0,0,0,
disclaimer netflix,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,evet,Platform Markalı,tr,Meşru Görünür,evet,50,LOW,3,0.55,0.33,0.51,evet,140,40,50,70,40,20,20,20,50,50,20,30,30,30,10,40,30,90,70,90,170,40,10,0,10,0,10,0,10,0,0,
disclaimer apple tv,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Platform,İzleme,Dizi,,evet,Platform Markalı,tr,Meşru Görünür,evet,10,LOW,0,,,,evet,10,10,10,10,10,10,0,10,10,10,10,10,10,10,20,20,20,50,70,90,210,260,50,30,20,20,10,0,10,0,10,
disclaimer konusu,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Konu,Bilgi,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,320,LOW,0,,,,evet,480,210,210,390,320,210,260,260,390,320,170,260,320,260,210,320,390,480,590,720,1000,480,70,0,0,0,0,0,0,0,0,
disclaimer ne anlatıyor,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Konu,Bilgi,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer oyuncuları,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Oyuncular,Bilgi,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,480,LOW,0,,,,evet,320,40,50,140,590,480,590,720,880,720,480,880,1000,720,590,880,1000,1600,1900,1900,1900,720,0,0,0,0,0,0,0,0,0,
disclaimer cast,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Oyuncular,Bilgi,Dizi,,evet,Jenerik,en,Meşru Görünür,evet,20,LOW,0,,,,evet,30,10,20,10,20,10,30,20,30,30,10,30,20,20,20,40,50,90,90,140,320,170,10,10,0,0,0,0,0,0,0,
disclaimer kaç sezon,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Bilgi,Bilgi,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,20,LOW,0,,,,evet,30,10,20,20,10,10,30,10,30,30,10,10,10,10,10,10,30,40,30,50,50,10,0,0,0,0,0,0,0,0,0,
disclaimer yeni sezon ne zaman,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Dizi,,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer 2 sezon,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,evet,Jenerik,tr,Meşru Görünür,evet,50,LOW,6,2.61,,,evet,20,20,20,30,30,20,30,40,140,170,70,90,70,70,70,110,110,170,40,70,70,10,0,0,0,0,0,0,0,0,0,
disclaimer 3 sezon,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer 2 sezon ne zaman,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer 3 sezon ne zaman,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer season 2,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,2,evet,Jenerik,en,Meşru Görünür,evet,10,LOW,0,,,,evet,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,20,10,20,30,10,0,0,0,0,0,0,0,0,0,
disclaimer season 3,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Sezon Takvim,Sezon & Takvim,Sezon,3,evet,Jenerik,en,Meşru Görünür,evet,10,,,,,,evet,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
disclaimer 2 sezon izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Sezon,2,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer 3 sezon izle,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,İzleme,İzleme,Sezon,3,evet,Jenerik,tr,Meşru Görünür,evet,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disclaimer 1 sezon 1 bölüm,Disclaimer,disclaimer,Drama,Suç & Gerilim,Thriller miniseries,2024,1,Bitti,Bölüm,İzleme,Bölüm,,evet,Jenerik,tr,Meşru Görünür,evet,20,LOW,0,,,,evet,10,10,10,10,10,10,20,10,40,40,40,30,40,20,20,30,50,90,70,90,170,110,0,0,0,0,0,0,0,0,0,
